keypoints
"(1739.066650390625, 3983.64453125)"
"(4240.27685546875, 3876.93603515625)"
"(4221.24267578125, 3875.590576171875)"
"(4058.728515625, 3852.1357421875)"
"(3801.984130859375, 3822.8505859375)"
"(1778.9771728515625, 3815.6923828125)"
"(3629.4111328125, 3796.3291015625)"
"(3447.410400390625, 3772.76904296875)"
"(3429.04248046875, 3771.89453125)"
"(5772.2333984375, 3770.85546875)"
"(3386.708984375, 3764.231689453125)"
"(3315.05615234375, 3755.84326171875)"
"(3048.615234375, 3725.8603515625)"
"(5359.65625, 3711.83935546875)"
"(2914.937255859375, 3713.211669921875)"
"(5308.1689453125, 3705.660888671875)"
"(5156.130859375, 3679.96923828125)"
"(5059.490234375, 3665.331787109375)"
"(4958.9443359375, 3652.122314453125)"
"(1818.687744140625, 3647.391845703125)"
"(4908.63232421875, 3640.90234375)"
"(4626.3486328125, 3596.552978515625)"
"(4417.31787109375, 3563.691162109375)"
"(4362.9765625, 3553.59814453125)"
"(4212.49853515625, 3528.078857421875)"
"(4118.92724609375, 3511.920166015625)"
"(4016.143310546875, 3498.980224609375)"
"(3964.544677734375, 3489.318359375)"
"(1859.019287109375, 3479.6748046875)"
"(3682.348388671875, 3444.552978515625)"
"(3472.421142578125, 3412.25439453125)"
"(3420.2333984375, 3402.85546875)"
"(3268.615478515625, 3377.634521484375)"
"(3172.2333984375, 3362.85546875)"
"(3070.9443359375, 3348.122314453125)"
"(3020.74755859375, 3337.6767578125)"
"(1897.8465576171875, 3310.52978515625)"
"(2738.348388671875, 3292.552978515625)"
"(1938.09033203125, 3143.634765625)"
"(1978.8138427734375, 2975.300048828125)"
"(2019.066650390625, 2807.64453125)"
"(2043.149658203125, 2691.574951171875)"
"(5985.45361328125, 2492.85302734375)"
"(5830.5791015625, 2466.74560546875)"
"(5784.0556640625, 2458.877685546875)"
"(5678.5791015625, 2442.74560546875)"
"(5578.7666015625, 2428.14453125)"
"(5426.42333984375, 2405.98828125)"
"(2810.177734375, 2404.652587890625)"
"(5378.291015625, 2397.70556640625)"
"(5318.57666015625, 2387.306396484375)"
"(5275.38232421875, 2381.052734375)"
"(5262.546875, 2380.281982421875)"
"(5226.38818359375, 2373.3681640625)"
"(2098.787109375, 2370.895263671875)"
"(5832.21826171875, 2340.2431640625)"
"(5758.9443359375, 2332.122314453125)"
"(5652.37841796875, 2313.419677734375)"
"(4767.9931640625, 2304.7001953125)"
"(5444.2333984375, 2282.85546875)"
"(4662.5751953125, 2283.291015625)"
"(5288.4208984375, 2260.25439453125)"
"(4510.5791015625, 2258.74560546875)"
"(5180.68408203125, 2242.639892578125)"
"(2123.087890625, 2229.3828125)"
"(4141.2548828125, 2219.294189453125)"
"(4090.25244140625, 2213.3232421875)"
"(4010.7666015625, 2204.14453125)"
"(4861.87548828125, 2193.9541015625)"
"(2956.2333984375, 2196.14453125)"
"(3899.250732421875, 2195.6953125)"
"(4813.048828125, 2186.41796875)"
"(3771.250732421875, 2187.6953125)"
"(4756.96337890625, 2177.454345703125)"
"(4656.4208984375, 2164.25439453125)"
"(4548.53466796875, 2145.93701171875)"
"(4230.9443359375, 2100.122314453125)"
"(4124.74755859375, 2081.6767578125)"
"(3916.32177734375, 2049.97021484375)"
"(2155.269287109375, 2045.8077392578125)"
"(3762.063232421875, 2027.4644775390625)"
"(3652.2333984375, 2010.8555908203125)"
"(3333.698974609375, 1962.1907958984375)"
"(3228.74755859375, 1945.6767578125)"
"(3020.2333984375, 1914.8555908203125)"
"(2179.149658203125, 1907.5748291015625)"
"(2994.281982421875, 1854.91455078125)"
"(2227.1455078125, 1542.52587890625)"
"(2996.91455078125, 1448.196533203125)"
"(3020.15380859375, 1284.076904296875)"
"(5941.2548828125, 1051.4215087890625)"
"(5883.76123046875, 1043.4591064453125)"
"(5768.1826171875, 1026.82373046875)"
"(5722.7666015625, 1020.1444702148438)"
"(2228.634521484375, 982.0537719726562)"
"(5296.1826171875, 962.82373046875)"
"(2210.29052734375, 957.1795043945312)"
"(5250.8505859375, 956.5226440429688)"
"(4824.1826171875, 898.82373046875)"
"(4778.7666015625, 892.1444702148438)"
"(3276.901611328125, 884.9071044921875)"
"(4634.7666015625, 876.1444702148438)"
"(4410.25244140625, 853.3232421875)"
"(4174.09375, 826.6041870117188)"
"(3394.966552734375, 827.2000122070312)"
"(1764.0333251953125, 363.20001220703125)"
"(1666.2735595703125, 333.3285827636719)"
"(1634.9200439453125, 323.50665283203125)"
"(1560.71875, 299.90625)"
"(1513.6666259765625, 285.35833740234375)"
"(1390.453857421875, 251.29786682128906)"
"(1218.2525634765625, 221.32322692871094)"
"(1158.5789794921875, 210.74562072753906)"
"(1106.7667236328125, 204.14443969726562)"
"(984.1826782226562, 186.82371520996094)"
"(666.7666625976562, 140.14443969726562)"
"(544.1797485351562, 122.82372283935547)"
"(226.57254028320312, 76.1387710571289)"
"(2923.460693359375, 3718.65966796875)"
"(4898.4833984375, 3627.822265625)"
"(2932.757080078125, 3729.07177734375)"
"(4916.3232421875, 3629.1875)"
"(1767.40283203125, 3845.0888671875)"
"(2940.2734375, 3720.69091796875)"
"(5294.7294921875, 3698.181640625)"
"(4673.9716796875, 3586.5009765625)"
"(5193.93017578125, 2231.4697265625)"
"(4974.27880859375, 3640.0361328125)"
"(1823.5771484375, 3544.1767578125)"
"(5414.6953125, 3714.13525390625)"
"(4942.28173828125, 3634.202880859375)"
"(5153.74267578125, 2232.182861328125)"
"(4767.244140625, 3610.635009765625)"
"(4753.0341796875, 3601.333984375)"
"(1769.47607421875, 3831.193603515625)"
"(4876.29833984375, 3625.20556640625)"
"(4666.56640625, 3579.16357421875)"
"(4433.80029296875, 3553.1005859375)"
"(4942.77587890625, 2200.658203125)"
"(4921.46240234375, 2203.25830078125)"
"(2909.236083984375, 3727.73291015625)"
"(5434.875, 3721.030029296875)"
"(4698.14990234375, 3598.833984375)"
"(4484.55419921875, 3561.70703125)"
"(4997.5048828125, 3642.68505859375)"
"(4680.29345703125, 3594.433837890625)"
"(4444.03369140625, 3559.14208984375)"
"(5368.634765625, 3709.3720703125)"
"(5017.17041015625, 3651.790771484375)"
"(4940.5048828125, 3633.90234375)"
"(4890.1484375, 3615.623291015625)"
"(4778.83642578125, 3608.888671875)"
"(4739.1494140625, 3604.89892578125)"
"(4897.6728515625, 2332.5068359375)"
"(5043.4521484375, 2211.620361328125)"
"(4987.6279296875, 3643.814453125)"
"(4782.68603515625, 3605.947509765625)"
"(4356.98779296875, 3541.828369140625)"
"(1836.69287109375, 3526.63623046875)"
"(1979.6671142578125, 2907.12060546875)"
"(5012.1376953125, 2342.804443359375)"
"(2902.354248046875, 3724.20361328125)"
"(4719.12255859375, 3599.76171875)"
"(4410.47607421875, 3543.89306640625)"
"(4394.91552734375, 3550.251708984375)"
"(1933.7830810546875, 3115.106689453125)"
"(5311.3876953125, 2249.112548828125)"
