keypoints
"(2700.59912109375, 3913.59033203125)"
"(5906.63134765625, 3835.19970703125)"
"(1891.02880859375, 3815.242919921875)"
"(1900.2713623046875, 3759.3876953125)"
"(1907.269287109375, 3725.8076171875)"
"(5820.9033203125, 3680.51513671875)"
"(5792.7880859375, 3678.1025390625)"
"(1916.2713623046875, 3671.3876953125)"
"(1923.269287109375, 3637.8076171875)"
"(2701.373779296875, 3599.91748046875)"
"(5563.7880859375, 3594.167724609375)"
"(1932.2713623046875, 3583.3876953125)"
"(2731.317626953125, 3428.379638671875)"
"(1979.360107421875, 3331.8154296875)"
"(1992.2529296875, 3244.307373046875)"
"(2772.187744140625, 3208.908935546875)"
"(2803.269775390625, 3036.5634765625)"
"(2067.157958984375, 2840.603515625)"
"(2068.038818359375, 2824.9921875)"
"(2846.85302734375, 2818.10498046875)"
"(2853.1005859375, 2786.335205078125)"
"(2075.06884765625, 2776.36962890625)"
"(2861.23681640625, 2729.5107421875)"
"(2091.087646484375, 2656.625732421875)"
"(2875.41015625, 2644.5830078125)"
"(2099.157958984375, 2592.603515625)"
"(2106.960205078125, 2534.429443359375)"
"(2924.477783203125, 2414.622314453125)"
"(5970.25244140625, 2269.3232421875)"
"(5862.47998046875, 2250.7890625)"
"(5657.83642578125, 2220.039306640625)"
"(5294.5791015625, 2162.74560546875)"
"(5144.0556640625, 2138.877685546875)"
"(5090.7666015625, 2132.14453125)"
"(3051.229248046875, 2110.416748046875)"
"(4938.25244140625, 2109.3232421875)"
"(4476.6513671875, 2042.3485107421875)"
"(4378.7666015625, 2028.1444091796875)"
"(4136.1826171875, 1994.82373046875)"
"(4074.24755859375, 1993.219482421875)"
"(4034.7666015625, 1980.1444091796875)"
"(3274.966552734375, 1971.199951171875)"
"(2035.3856201171875, 1823.93310546875)"
"(1902.8431396484375, 1483.2940673828125)"
"(1777.154296875, 1446.4024658203125)"
"(1586.9200439453125, 1387.5067138671875)"
"(1472.875732421875, 1368.0260009765625)"
"(1366.757568359375, 1339.8939208984375)"
"(1326.757568359375, 1331.8939208984375)"
"(1207.5576171875, 1307.4947509765625)"
"(1167.21533203125, 1299.327392578125)"
"(1127.7137451171875, 1291.5599365234375)"
"(902.5765991210938, 1251.3062744140625)"
"(762.7666625976562, 1228.1444091796875)"
"(713.9531860351562, 1220.22607421875)"
"(652.6514892578125, 1210.447021484375)"
"(566.5789184570312, 1194.74560546875)"
"(518.5789184570312, 1186.74560546875)"
"(474.27801513671875, 1181.4859619140625)"
"(5602.7666015625, 202.85556030273438)"
"(5012.74755859375, 161.67677307128906)"
"(410.9298400878906, 3917.714599609375)"
"(391.093017578125, 3908.766357421875)"
"(5965.4033203125, 3875.941162109375)"
"(5969.69775390625, 3854.751953125)"
"(163.88473510742188, 3851.64453125)"
"(630.2869873046875, 3816.506591796875)"
"(459.4574890136719, 3814.506103515625)"
"(346.30682373046875, 3786.001953125)"
"(464.2884216308594, 3782.98974609375)"
"(5916.73486328125, 3766.61865234375)"
"(5928.873046875, 3767.4853515625)"
"(5909.18017578125, 3757.4765625)"
"(5872.2900390625, 3751.791748046875)"
"(5946.7626953125, 3740.9609375)"
"(5729.34375, 3735.62451171875)"
"(5963.03173828125, 3732.8564453125)"
"(5949.353515625, 3729.755126953125)"
"(217.635498046875, 3718.747802734375)"
"(5823.2373046875, 3709.983642578125)"
"(52.228187561035156, 3710.78369140625)"
"(5630.15087890625, 3710.7578125)"
"(5643.8232421875, 3713.4248046875)"
"(5613.42529296875, 3697.85888671875)"
"(5576.8134765625, 3693.072509765625)"
"(5850.3251953125, 3689.003173828125)"
"(5564.97021484375, 3686.289306640625)"
"(5450.87939453125, 3685.69873046875)"
"(5956.97216796875, 3682.662841796875)"
"(5509.92724609375, 3662.701904296875)"
"(5811.7373046875, 3672.545654296875)"
"(5898.1083984375, 3676.83740234375)"
"(5933.93115234375, 3664.249267578125)"
"(5546.32080078125, 3662.65087890625)"
"(5773.84814453125, 3636.99755859375)"
"(5765.14892578125, 3633.10205078125)"
"(5160.228515625, 3620.6494140625)"
"(5123.99658203125, 3611.5849609375)"
"(5682.91796875, 3612.216796875)"
"(5562.27392578125, 3617.5244140625)"
"(5122.43115234375, 3611.5849609375)"
"(5564.578125, 3606.29150390625)"
"(5076.427734375, 3587.578369140625)"
"(5497.64501953125, 3579.58056640625)"
"(4963.72265625, 3577.833251953125)"
"(5106.20947265625, 3569.072509765625)"
"(5357.71484375, 3564.197265625)"
"(5237.2705078125, 3538.45849609375)"
"(5173.27490234375, 3521.391845703125)"
"(4882.17041015625, 3472.6591796875)"
"(4831.8681640625, 3467.360107421875)"
"(283.5836181640625, 1157.2567138671875)"
"(563.3350219726562, 3990.646240234375)"
"(369.1725158691406, 3987.7216796875)"
"(225.9847869873047, 3987.9755859375)"
"(43.77106475830078, 3987.3681640625)"
"(516.3155517578125, 3982.0927734375)"
"(5901.98974609375, 3981.82080078125)"
"(494.584716796875, 3976.048583984375)"
"(325.04498291015625, 3973.648193359375)"
"(301.4434509277344, 3967.8330078125)"
"(125.9918441772461, 3971.17529296875)"
"(473.7873229980469, 3967.218017578125)"
"(256.0869140625, 3960.38330078125)"
"(424.897705078125, 3959.717041015625)"
"(231.24676513671875, 3950.438720703125)"
"(549.9014892578125, 3944.70458984375)"
"(205.2192840576172, 3944.862060546875)"
"(157.55221557617188, 3936.005126953125)"
"(5953.4765625, 3926.908447265625)"
"(919.8745727539062, 3926.235595703125)"
"(430.7116394042969, 3921.19287109375)"
"(880.31884765625, 3915.865478515625)"
"(365.568603515625, 3902.279296875)"
"(20.632997512817383, 3901.0732421875)"
"(137.9861602783203, 3895.62939453125)"
"(440.584228515625, 3888.64501953125)"
"(117.5391616821289, 3886.979248046875)"
"(275.0315856933594, 3874.9365234375)"
"(348.8559875488281, 3866.765625)"
"(643.7528076171875, 3860.356689453125)"
"(190.39830017089844, 3855.680419921875)"
"(619.9430541992188, 3853.62548828125)"
