name1,name2,h11,h12,h13,h21,h22,h23,h31,h32,h33
DSC07279,DSC07280,1.0065866846170182,0.005804244349512621,-167.05738857454463,0.029956326038388662,1.0749112060221586,1074.1623018337648,-2.501946610093843e-06,1.38283827484654e-05,1.0
DSC07280,DSC07281,1.0130114627957099,0.02660736573763085,-308.3349231984819,0.004244478771841652,1.0576936445670533,1209.8290789921716,-1.8056441048357225e-06,1.0824493285540069e-05,1.0
DSC07281,DSC07282,1.0248210064946237,0.0005252257590122605,-339.22116398324766,0.0009422937081927267,1.0514814781152992,1270.3452228791607,1.5115164596561563e-06,1.6144947587436558e-06,1.0
DSC07282,DSC07283,1.0101329884870753,0.014011552181156253,-245.12988667421791,0.000967068700034831,1.0536343626372755,1138.0836876464589,-1.6855220600771981e-06,8.560422812574567e-06,1.0
DSC07283,DSC07284,0.9720453771451036,0.010607654956966363,-59.974106448245074,0.0005783805068989971,1.0314195118525882,1097.1724831193187,-8.09490278242029e-06,9.453876849746392e-06,1.0
DSC07284,DSC07285,1.013600179343063,-0.008609655118614449,-351.12063948836214,0.008232655812933497,1.0164362638237214,1210.9749314401824,1.1387282103909458e-06,-2.762006344443135e-06,1.0
