keypoints
"(601.4921875, 3987.8291015625)"
"(578.8170166015625, 3986.564453125)"
"(550.3244018554688, 3980.177734375)"
"(374.3717041015625, 3979.751708984375)"
"(532.2166137695312, 3977.7734375)"
"(1162.49365234375, 3978.875244140625)"
"(1138.202880859375, 3975.682861328125)"
"(737.6824340820312, 3975.443115234375)"
"(327.2978210449219, 3971.88330078125)"
"(710.2748413085938, 3970.470703125)"
"(504.5794677734375, 3968.802490234375)"
"(1243.724365234375, 3967.00830078125)"
"(302.2139587402344, 3963.968505859375)"
"(824.9711303710938, 3960.347412109375)"
"(1041.951171875, 3953.149658203125)"
"(249.5236053466797, 3954.01904296875)"
"(761.7232055664062, 3942.54931640625)"
"(176.54415893554688, 3941.06884765625)"
"(152.02911376953125, 3935.751708984375)"
"(739.259521484375, 3933.060546875)"
"(309.2685241699219, 3927.00537109375)"
"(2551.9326171875, 3925.305419921875)"
"(640.1668701171875, 3920.271484375)"
"(4151.06494140625, 3917.30712890625)"
"(999.570556640625, 3911.501953125)"
"(1024.633544921875, 3912.223388671875)"
"(417.2945556640625, 3908.142822265625)"
"(547.14208984375, 3897.95654296875)"
"(1150.6253662109375, 3898.11865234375)"
"(955.7056274414062, 3895.163818359375)"
"(1130.106201171875, 3895.839599609375)"
"(161.58547973632812, 3892.603271484375)"
"(1284.723876953125, 3892.42822265625)"
"(110.65484619140625, 3887.427001953125)"
"(676.9501342773438, 3886.0361328125)"
"(506.37408447265625, 3886.76123046875)"
"(1076.5035400390625, 3883.080078125)"
"(623.54541015625, 3879.25390625)"
"(239.5386505126953, 3883.91064453125)"
"(4239.5654296875, 3876.796630859375)"
"(4221.2548828125, 3875.421630859375)"
"(449.6878356933594, 3873.921630859375)"
"(425.1224060058594, 3872.197509765625)"
"(784.1175537109375, 3867.25634765625)"
"(974.6314697265625, 3863.262939453125)"
"(557.0072021484375, 3861.660400390625)"
"(2561.292724609375, 3858.8515625)"
"(1135.0869140625, 3854.8935546875)"
"(731.1729125976562, 3855.859375)"
"(146.93882751464844, 3855.61181640625)"
"(705.9984741210938, 3854.220703125)"
"(4058.7666015625, 3852.14453125)"
"(1064.3592529296875, 3841.43115234375)"
"(885.4793090820312, 3840.5224609375)"
