keypoints
"(1268.0596923828125, 3988.796630859375)"
"(653.2078857421875, 3985.235595703125)"
"(881.2386474609375, 3961.849609375)"
"(1174.80029296875, 3960.2685546875)"
"(1391.0341796875, 3958.03271484375)"
"(1772.5439453125, 3943.175048828125)"
"(866.187744140625, 3923.25830078125)"
"(1388.5601806640625, 3918.863525390625)"
"(376.50054931640625, 3914.611083984375)"
"(2702.388427734375, 3912.212158203125)"
"(1330.9052734375, 3910.1240234375)"
"(1442.419189453125, 3905.288330078125)"
"(601.8746337890625, 3898.8251953125)"
"(427.6092834472656, 3894.9453125)"
"(1368.227294921875, 3878.94921875)"
"(485.2604675292969, 3867.818115234375)"
"(519.4093627929688, 3839.35546875)"
"(661.5347900390625, 3836.484619140625)"
"(1347.99951171875, 3835.121337890625)"
"(639.4812622070312, 3830.2275390625)"
"(615.4988403320312, 3822.730712890625)"
"(423.1084899902344, 3816.798828125)"
"(591.453125, 3817.826904296875)"
"(543.4381103515625, 3816.91796875)"
"(1891.02880859375, 3815.242919921875)"
"(521.1296997070312, 3814.55126953125)"
"(332.95989990234375, 3791.427734375)"
"(1207.9095458984375, 3790.0126953125)"
"(1469.9271240234375, 3791.240478515625)"
"(451.6743469238281, 3788.4189453125)"
"(1044.2591552734375, 3787.28662109375)"
"(1435.208984375, 3778.5703125)"
"(1320.13525390625, 3775.702392578125)"
"(362.8837890625, 3763.8994140625)"
"(5901.078125, 3743.465087890625)"
"(5882.01025390625, 3737.694091796875)"
"(1114.026123046875, 3735.2724609375)"
"(5836.203125, 3732.871826171875)"
"(5866.81787109375, 3725.4013671875)"
"(1907.269287109375, 3725.8076171875)"
"(1674.3216552734375, 3724.375244140625)"
"(5831.919921875, 3719.85400390625)"
"(1534.9189453125, 3714.124755859375)"
"(863.4110107421875, 3706.463134765625)"
"(1511.496826171875, 3704.868896484375)"
"(5751.1875, 3699.1298828125)"
"(1346.5, 3688.683349609375)"
"(5709.31982421875, 3686.919189453125)"
"(1448.9171142578125, 3682.922119140625)"
"(5910.72314453125, 3674.402587890625)"
"(1501.238037109375, 3677.844970703125)"
"(5739.78369140625, 3671.822265625)"
"(5865.53466796875, 3673.204345703125)"
"(1511.998291015625, 3670.168212890625)"
"(1916.2713623046875, 3671.3876953125)"
"(5963.6201171875, 3662.55908203125)"
"(5532.71142578125, 3659.09130859375)"
"(5934.6689453125, 3641.880859375)"
"(1923.269287109375, 3637.8076171875)"
"(5466.7685546875, 3620.07666015625)"
"(5232.04541015625, 3606.82275390625)"
"(1256.9461669921875, 3599.325439453125)"
"(2699.92138671875, 3601.3330078125)"
"(1932.2713623046875, 3583.3876953125)"
"(1371.233642578125, 3576.6435546875)"
"(1522.863525390625, 3568.5908203125)"
"(1258.55322265625, 3557.05322265625)"
"(1487.0025634765625, 3555.662841796875)"
"(4482.17626953125, 3542.3935546875)"
"(5510.171875, 3527.234375)"
"(1268.3734130859375, 3518.687255859375)"
"(5142.8583984375, 3494.215087890625)"
"(1279.904296875, 3479.7587890625)"
"(3808.80712890625, 3475.587158203125)"
"(1555.6622314453125, 3455.103515625)"
"(1288.587158203125, 3447.198486328125)"
"(2731.304443359375, 3428.430908203125)"
"(4131.84033203125, 3422.985595703125)"
"(4160.86328125, 3425.893798828125)"
"(1744.056884765625, 3415.792724609375)"
"(4049.458740234375, 3392.974365234375)"
"(4755.95166015625, 3380.3876953125)"
"(4096.65283203125, 3367.502685546875)"
"(3926.378662109375, 3368.118896484375)"
"(3866.581298828125, 3336.90380859375)"
"(4386.12451171875, 3331.90380859375)"
"(3595.261962890625, 3333.205078125)"
"(4199.224609375, 3326.80859375)"
"(1979.360107421875, 3331.8154296875)"
"(4229.82861328125, 3325.316162109375)"
"(3691.4609375, 3324.329833984375)"
"(3904.638671875, 3315.0185546875)"
"(3882.67724609375, 3315.377685546875)"
"(4060.8447265625, 3301.323974609375)"
"(3596.013671875, 3304.124267578125)"
"(4065.470947265625, 3295.802001953125)"
"(3287.453369140625, 3297.785400390625)"
"(3121.0947265625, 3289.323974609375)"
"(3131.23974609375, 3281.76904296875)"
"(2787.4130859375, 3268.661376953125)"
"(3847.9267578125, 3267.532470703125)"
"(3832.909912109375, 3261.659912109375)"
"(1509.455322265625, 3251.810302734375)"
"(1993.3289794921875, 3243.971923828125)"
"(1460.0989990234375, 3239.7705078125)"
