keypoints
"(1267.9952392578125, 3988.806396484375)"
"(3359.355712890625, 3986.566650390625)"
"(652.9136352539062, 3985.282958984375)"
"(33.175689697265625, 3984.951416015625)"
"(315.0589294433594, 3979.526123046875)"
"(922.5642700195312, 3973.537353515625)"
"(1223.9898681640625, 3974.855224609375)"
"(604.8377075195312, 3974.757568359375)"
"(1074.8924560546875, 3971.584228515625)"
"(263.982666015625, 3968.328125)"
"(1200.35302734375, 3967.90380859375)"
"(413.289794921875, 3966.716064453125)"
"(385.8202209472656, 3963.09814453125)"
"(1174.265869140625, 3960.822509765625)"
"(977.01904296875, 3961.076904296875)"
"(881.1058959960938, 3962.09521484375)"
"(3446.719970703125, 3951.19091796875)"
"(1127.8995361328125, 3947.1162109375)"
"(3088.564697265625, 3945.586181640625)"
"(1772.768310546875, 3943.23046875)"
"(487.7915954589844, 3942.839111328125)"
"(1103.7489013671875, 3943.146240234375)"
"(470.2778015136719, 3941.070068359375)"
"(740.7476196289062, 3932.56396484375)"
"(907.887939453125, 3931.37841796875)"
"(1033.247802734375, 3922.589111328125)"
"(401.1476745605469, 3922.83544921875)"
"(866.0325927734375, 3922.883056640625)"
"(547.4141845703125, 3921.218505859375)"
"(1215.0025634765625, 3917.469970703125)"
"(3415.866943359375, 3913.563720703125)"
"(845.5137329101562, 3915.104248046875)"
"(3322.6875, 3912.333251953125)"
"(2700.55029296875, 3913.55810546875)"
"(376.52484130859375, 3914.50927734375)"
"(1331.4150390625, 3910.6376953125)"
"(503.17303466796875, 3908.3359375)"
"(798.7376708984375, 3906.583984375)"
"(1442.7100830078125, 3905.220947265625)"
"(602.0042114257812, 3898.818115234375)"
"(577.06640625, 3891.632080078125)"
"(3660.0478515625, 3886.673095703125)"
"(553.4345703125, 3886.054931640625)"
"(850.1969604492188, 3884.6962890625)"
"(1368.4052734375, 3879.05322265625)"
"(531.1865234375, 3880.713623046875)"
"(678.2128295898438, 3876.562255859375)"
"(799.9705810546875, 3869.762451171875)"
"(630.6163330078125, 3865.332275390625)"
"(484.90283203125, 3868.5498046875)"
"(196.47341918945312, 3866.24169921875)"
"(752.048583984375, 3865.333251953125)"
"(605.3746337890625, 3859.28955078125)"
"(121.43317413330078, 3855.70947265625)"
"(265.84521484375, 3855.17236328125)"
"(586.2515869140625, 3853.652587890625)"
"(706.1096801757812, 3848.93359375)"
"(491.7719421386719, 3837.97705078125)"
"(661.1510620117188, 3836.33154296875)"
"(1347.5517578125, 3835.13037109375)"
"(151.06094360351562, 3829.08642578125)"
"(41.718624114990234, 3828.972412109375)"
"(639.064208984375, 3829.944091796875)"
"(1201.409423828125, 3824.082763671875)"
"(299.31732177734375, 3822.099365234375)"
"(448.5592956542969, 3819.30419921875)"
"(423.3172607421875, 3819.847900390625)"
"(1891.02880859375, 3815.242919921875)"
"(402.0220947265625, 3812.374267578125)"
"(498.0799865722656, 3805.264404296875)"
"(3396.348876953125, 3808.5517578125)"
"(1315.372802734375, 3802.11865234375)"
"(206.76107788085938, 3800.578369140625)"
"(761.674560546875, 3791.01416015625)"
"(1207.5047607421875, 3790.3193359375)"
"(1469.3377685546875, 3791.62890625)"
"(1043.5594482421875, 3787.790283203125)"
"(117.90583038330078, 3781.54736328125)"
"(3522.581298828125, 3781.9658203125)"
"(844.2791137695312, 3779.34326171875)"
"(433.1637878417969, 3779.567626953125)"
"(261.9135437011719, 3775.076904296875)"
"(1320.9278564453125, 3775.83447265625)"
"(409.67401123046875, 3774.78857421875)"
"(3482.166259765625, 3775.34521484375)"
"(3358.48193359375, 3773.789306640625)"
"(86.78282928466797, 3771.33935546875)"
"(796.4899291992188, 3765.743408203125)"
"(1075.8924560546875, 3761.48681640625)"
"(5991.86083984375, 3756.57177734375)"
"(905.8348388671875, 3754.954833984375)"
"(341.1141662597656, 3756.73681640625)"
"(5933.73583984375, 3753.079345703125)"
"(171.1411895751953, 3753.2216796875)"
"(3488.710693359375, 3751.662353515625)"
"(318.756103515625, 3752.228759765625)"
"(148.7532958984375, 3746.848876953125)"
"(5927.53125, 3744.89404296875)"
"(3446.42333984375, 3742.58544921875)"
"(1113.33251953125, 3735.594970703125)"
"(228.26416015625, 3727.66064453125)"
"(1907.269287109375, 3725.8076171875)"
"(5872.20751953125, 3720.660888671875)"
"(5806.95703125, 3730.626953125)"
"(778.4402465820312, 3720.778564453125)"
"(5831.21044921875, 3720.027099609375)"
"(5849.7509765625, 3717.465576171875)"
"(342.4560241699219, 3717.57421875)"
"(1535.6988525390625, 3713.7236328125)"
"(5767.375, 3704.65771484375)"
"(5810.90771484375, 3707.5244140625)"
"(136.83807373046875, 3708.71240234375)"
"(1511.0113525390625, 3705.396240234375)"
"(862.8190307617188, 3706.74560546875)"
"(580.068115234375, 3701.6337890625)"
"(5988.4677734375, 3701.61328125)"
"(349.0564880371094, 3690.322998046875)"
"(1346.5418701171875, 3688.87255859375)"
"(3538.60302734375, 3684.126953125)"
"(1448.683837890625, 3682.952392578125)"
"(3077.3369140625, 3674.87109375)"
