keypoints
"(929.785888671875, 3989.052490234375)"
"(377.0966491699219, 3987.878662109375)"
"(731.454833984375, 3988.889404296875)"
"(553.2484741210938, 3986.16748046875)"
"(3071.351318359375, 3983.70849609375)"
"(907.2462768554688, 3982.765625)"
"(527.1121215820312, 3982.8046875)"
"(703.8720703125, 3981.578857421875)"
"(1082.3074951171875, 3977.177978515625)"
"(500.7021789550781, 3975.36083984375)"
"(477.8271789550781, 3973.0361328125)"
"(1055.2916259765625, 3973.41796875)"
"(879.4232788085938, 3977.226806640625)"
"(682.7646484375, 3974.358154296875)"
"(658.6178588867188, 3968.589111328125)"
"(74.81853485107422, 3965.466552734375)"
"(1006.5375366210938, 3966.96923828125)"
"(2583.78466796875, 3963.672607421875)"
"(1187.3553466796875, 3963.462158203125)"
"(453.4891662597656, 3966.920654296875)"
"(407.1213684082031, 3958.645263671875)"
"(1156.1519775390625, 3950.76123046875)"
"(2558.29248046875, 3948.1103515625)"
"(559.9651489257812, 3946.99755859375)"
"(916.3709106445312, 3949.131591796875)"
"(360.1113586425781, 3945.22900390625)"
"(887.7019653320312, 3944.57666015625)"
"(1082.8865966796875, 3941.00830078125)"
"(711.3195190429688, 3940.47119140625)"
"(2464.242431640625, 3939.10595703125)"
"(535.0031127929688, 3942.36767578125)"
"(688.2955322265625, 3938.849365234375)"
"(2842.845458984375, 3930.419921875)"
"(1242.0260009765625, 3929.234619140625)"
"(664.2867431640625, 3929.807861328125)"
"(2599.083984375, 3925.723388671875)"
"(1213.0306396484375, 3926.3984375)"
"(1189.332275390625, 3924.475341796875)"
"(2800.21142578125, 3920.968505859375)"
"(780.5128173828125, 3918.67041015625)"
"(435.4132385253906, 3922.99365234375)"
"(3081.626708984375, 3920.513916015625)"
"(1139.4775390625, 3912.727294921875)"
"(967.9009399414062, 3920.10205078125)"
"(740.3134155273438, 3913.998779296875)"
"(940.6573486328125, 3914.65673828125)"
"(212.62745666503906, 3912.345458984375)"
"(511.81719970703125, 3902.528076171875)"
"(697.967041015625, 3892.82861328125)"
"(538.9291381835938, 3904.342529296875)"
"(2527.626708984375, 3898.98486328125)"
"(2604.728271484375, 3898.011962890625)"
"(1069.8052978515625, 3896.443359375)"
"(672.863525390625, 3894.36279296875)"
"(845.2125854492188, 3895.956787109375)"
"(491.9176330566406, 3893.689208984375)"
"(3087.112060546875, 3889.49755859375)"
"(651.4031982421875, 3888.660888671875)"
"(1223.010009765625, 3887.3330078125)"
"(468.1314697265625, 3888.01708984375)"
"(792.8385009765625, 3884.900634765625)"
"(820.3512573242188, 3887.063720703125)"
"(439.5669250488281, 3883.323974609375)"
"(620.054931640625, 3884.414794921875)"
"(772.9410400390625, 3878.4296875)"
"(972.7903442382812, 3873.773193359375)"
"(946.9736328125, 3876.459716796875)"
"(749.9241943359375, 3872.6591796875)"
"(363.3373107910156, 3871.018798828125)"
"(568.99560546875, 3869.270263671875)"
"(545.599853515625, 3869.0693359375)"
"(375.8406066894531, 3866.80419921875)"
"(1093.0379638671875, 3861.316162109375)"
"(901.5482177734375, 3859.815673828125)"
"(849.00634765625, 3857.973388671875)"
"(522.7396850585938, 3861.95361328125)"
"(3094.884521484375, 3858.3583984375)"
"(673.7110595703125, 3855.413330078125)"
"(1071.4444580078125, 3856.056396484375)"
"(496.69342041015625, 3858.722900390625)"
"(325.2138366699219, 3858.73388671875)"
"(301.806640625, 3851.655029296875)"
"(1258.129150390625, 3851.678955078125)"
"(472.0430603027344, 3853.93115234375)"
"(658.3784790039062, 3849.360595703125)"
"(835.8349609375, 3844.749267578125)"
"(1209.8846435546875, 3846.388427734375)"
"(999.7796630859375, 3846.84130859375)"
"(931.5170288085938, 3838.183349609375)"
"(1183.10791015625, 3840.730712890625)"
"(804.8062744140625, 3835.75048828125)"
"(1362.011474609375, 3828.630859375)"
"(905.182861328125, 3827.311767578125)"
"(3099.48974609375, 3829.22412109375)"
"(575.5819091796875, 3831.1455078125)"
"(554.2649536132812, 3827.82421875)"
"(384.16650390625, 3829.71142578125)"
"(1314.475830078125, 3824.418701171875)"
"(2541.122802734375, 3820.49755859375)"
"(1264.2364501953125, 3814.68212890625)"
"(1211.712646484375, 3811.261474609375)"
"(282.73260498046875, 3810.918701171875)"
"(482.20025634765625, 3808.450439453125)"
"(259.1515197753906, 3803.363525390625)"
"(2625.435791015625, 3802.009521484375)"
"(1187.428466796875, 3806.04248046875)"
"(431.8323059082031, 3804.010009765625)"
"(2818.39794921875, 3799.15673828125)"
"(785.3171997070312, 3802.8310546875)"
"(406.28106689453125, 3796.933349609375)"
"(1391.9373779296875, 3795.783447265625)"
"(580.849365234375, 3794.030029296875)"
"(387.3506774902344, 3794.0634765625)"
"(187.8675079345703, 3791.46923828125)"
"(560.5118408203125, 3788.4970703125)"
"(709.2732543945312, 3787.056640625)"
"(1321.8385009765625, 3783.930908203125)"
"(334.873046875, 3778.760498046875)"
"(687.6471557617188, 3778.01318359375)"
"(533.2879028320312, 3780.23193359375)"
"(313.9647216796875, 3775.322998046875)"
"(662.6607666015625, 3774.54638671875)"
"(839.7147216796875, 3770.862060546875)"
"(462.04388427734375, 3771.612060546875)"
"(2471.986083984375, 3768.811279296875)"
"(640.9991455078125, 3768.58056640625)"
"(114.8303451538086, 3769.794921875)"
"(814.9935913085938, 3764.531005859375)"
"(1168.27685546875, 3762.97412109375)"
"(967.31298828125, 3760.02783203125)"
"(791.5684204101562, 3759.37548828125)"
"(769.5022583007812, 3756.60595703125)"
"(1133.38916015625, 3749.4365234375)"
"(389.9916687011719, 3757.2783203125)"
"(249.3616180419922, 3755.53857421875)"
"(1376.131591796875, 3753.938720703125)"
"(410.8575134277344, 3757.95751953125)"
"(921.048095703125, 3748.9677734375)"
"(3107.735595703125, 3747.276611328125)"
"(2827.693115234375, 3746.2158203125)"
"(720.6778564453125, 3743.87890625)"
"(2634.705078125, 3738.040283203125)"
"(1098.092041015625, 3739.427490234375)"
"(516.1231079101562, 3741.123779296875)"
"(1276.699951171875, 3738.3251953125)"
"(497.19891357421875, 3737.037353515625)"
"(2953.296630859375, 3737.57275390625)"
"(298.4773254394531, 3732.76806640625)"
"(870.6276245117188, 3735.56494140625)"
"(1225.7750244140625, 3733.397216796875)"
"(150.33837890625, 3731.321044921875)"
"(2754.630859375, 3732.10693359375)"
"(851.2160034179688, 3731.189453125)"
"(648.7025146484375, 3727.069580078125)"
"(995.4738159179688, 3728.49755859375)"
"(1177.8192138671875, 3722.50830078125)"
"(94.51485443115234, 3722.212646484375)"
"(1161.033203125, 3719.631103515625)"
"(953.2310791015625, 3719.1689453125)"
