keypoints
"(4597.609375, 3987.154296875)"
"(1103.2100830078125, 3989.642822265625)"
"(4641.8896484375, 3991.13330078125)"
"(582.1051635742188, 3987.55712890625)"
"(406.7601318359375, 3990.8759765625)"
"(3873.14892578125, 3988.399658203125)"
"(237.96743774414062, 3986.280517578125)"
"(3511.4677734375, 3987.465087890625)"
"(4560.82470703125, 3985.51171875)"
"(3354.978271484375, 3985.01513671875)"
"(380.7060241699219, 3987.29345703125)"
"(737.3889770507812, 3985.140625)"
"(4847.845703125, 3981.9658203125)"
"(4933.9453125, 3982.26904296875)"
"(3477.322021484375, 3981.70458984375)"
"(1310.814697265625, 3978.93798828125)"
"(4757.8857421875, 3977.878662109375)"
"(707.6342163085938, 3980.203857421875)"
"(166.4663543701172, 3975.03955078125)"
"(3313.829833984375, 3979.44775390625)"
"(2799.1103515625, 3976.7294921875)"
"(298.6145935058594, 3970.9111328125)"
"(687.0303955078125, 3972.723388671875)"
"(5055.94384765625, 3974.6533203125)"
"(3917.0126953125, 3970.9091796875)"
"(2919.287353515625, 3968.935791015625)"
"(2879.014892578125, 3964.070556640625)"
"(74.8389892578125, 3965.10791015625)"
"(4888.87744140625, 3967.7275390625)"
"(2584.027587890625, 3963.564453125)"
"(657.3943481445312, 3964.16064453125)"
"(4645.40673828125, 3963.935546875)"
"(3035.241943359375, 3967.3173828125)"
"(1010.4443359375, 3966.03173828125)"
"(5713.02734375, 3960.509521484375)"
"(3155.094482421875, 3962.44677734375)"
"(839.3479614257812, 3962.92529296875)"
"(1138.3489990234375, 3961.611572265625)"
"(3878.003662109375, 3960.91015625)"
"(637.9365844726562, 3963.733154296875)"
"(4443.380859375, 3960.306884765625)"
"(1190.923095703125, 3960.218017578125)"
"(288.624755859375, 3959.10107421875)"
"(67.49337005615234, 3956.123779296875)"
"(40.584083557128906, 3957.319091796875)"
"(3840.482666015625, 3955.6328125)"
"(4565.44384765625, 3956.92529296875)"
"(3319.075439453125, 3951.91748046875)"
"(4931.09912109375, 3951.427734375)"
"(2689.240234375, 3946.26904296875)"
"(562.8195190429688, 3946.05029296875)"
"(2801.739990234375, 3948.41162109375)"
"(2959.632080078125, 3948.0341796875)"
"(3280.242919921875, 3947.112060546875)"
"(2558.613037109375, 3945.59619140625)"
"(889.4849853515625, 3944.36572265625)"
"(740.4111938476562, 3946.75244140625)"
"(711.1744384765625, 3941.14501953125)"
"(2921.373291015625, 3936.896484375)"
"(1680.66455078125, 3938.26123046875)"
"(1349.9466552734375, 3939.328857421875)"
"(365.6940612792969, 3944.028076171875)"
"(3918.7490234375, 3939.4921875)"
"(3040.9736328125, 3940.60205078125)"
"(1089.19775390625, 3939.1357421875)"
"(900.4873657226562, 3936.1552734375)"
"(541.9411010742188, 3942.144775390625)"
"(227.87501525878906, 3933.412353515625)"
"(1326.1705322265625, 3935.248291015625)"
"(691.2686767578125, 3936.812255859375)"
"(3883.311767578125, 3935.9013671875)"
"(1299.654541015625, 3936.53125)"
"(526.547119140625, 3933.359130859375)"
"(141.091552734375, 3931.765869140625)"
"(4652.0107421875, 3934.7939453125)"
"(1242.6640625, 3929.46142578125)"
"(2999.188232421875, 3931.330322265625)"
"(2842.3212890625, 3927.728759765625)"
"(470.0578918457031, 3924.14111328125)"
"(668.4161987304688, 3926.52294921875)"
"(3119.4208984375, 3926.088134765625)"
"(3484.671875, 3924.80126953125)"
"(1068.3251953125, 3923.991943359375)"
"(4938.2041015625, 3926.884521484375)"
"(2601.395263671875, 3923.198974609375)"
"(651.4029541015625, 3927.725830078125)"
"(80.83979034423828, 3918.825439453125)"
"(3442.387451171875, 3919.77880859375)"
"(2964.288330078125, 3917.86279296875)"
"(787.3301391601562, 3918.671142578125)"
"(275.01788330078125, 3916.523193359375)"
"(3921.072265625, 3917.338134765625)"
"(2803.77392578125, 3919.681884765625)"
"(1201.6751708984375, 3916.406005859375)"
"(375.12152099609375, 3914.7705078125)"
"(3405.21435546875, 3913.8828125)"
"(942.6944580078125, 3913.655029296875)"
"(412.5329895019531, 3913.91259765625)"
"(4652.67431640625, 3912.070068359375)"
"(970.6107177734375, 3914.85546875)"
"(380.20806884765625, 3909.655517578125)"
"(246.6837921142578, 3911.843017578125)"
"(774.8778686523438, 3911.7626953125)"
"(214.63453674316406, 3911.0888671875)"
"(730.0648803710938, 3903.5341796875)"
"(932.1104736328125, 3906.0068359375)"
"(539.9721069335938, 3902.366943359375)"
"(3368.386474609375, 3905.978515625)"
"(4571.974609375, 3900.7841796875)"
"(149.936767578125, 3894.187255859375)"
"(180.07518005371094, 3899.3662109375)"
"(1072.0367431640625, 3896.979248046875)"
"(4042.9560546875, 3895.710205078125)"
"(2606.0380859375, 3893.3681640625)"
"(3446.785888671875, 3894.413818359375)"
"(72.0371322631836, 3892.8515625)"
"(2529.955810546875, 3897.2392578125)"
"(2489.90087890625, 3895.639404296875)"
"(528.8903198242188, 3891.64599609375)"
"(849.2686767578125, 3893.0927734375)"
"(681.247314453125, 3896.60595703125)"
"(320.9642639160156, 3890.84912109375)"
"(93.2717514038086, 3889.10546875)"
"(1189.5428466796875, 3887.384765625)"
"(3927.5556640625, 3889.321533203125)"
"(654.2769775390625, 3885.957275390625)"
"(1057.3790283203125, 3885.970947265625)"
"(3887.576904296875, 3886.88232421875)"
"(824.025634765625, 3887.052490234375)"
"(235.72018432617188, 3884.264404296875)"
"(109.29380798339844, 3883.9658203125)"
"(794.794921875, 3883.414306640625)"
"(3211.2529296875, 3880.568115234375)"
"(3370.630859375, 3882.724853515625)"
"(1174.092041015625, 3880.6572265625)"
"(4214.677734375, 3878.684326171875)"
"(3050.16748046875, 3880.9248046875)"
"(743.4553833007812, 3875.48828125)"
"(715.2333374023438, 3875.325927734375)"
"(31.822675704956055, 3876.416015625)"
"(2495.824462890625, 3875.60595703125)"
"(446.71185302734375, 3878.423095703125)"
"(772.6006469726562, 3874.201171875)"
"(2696.332275390625, 3874.8154296875)"
"(546.4736938476562, 3862.1611328125)"
"(335.8019104003906, 3870.48291015625)"
"(935.6278686523438, 3867.64111328125)"
"(758.3598022460938, 3864.115234375)"
"(59.90915298461914, 3862.5712890625)"
"(3577.255126953125, 3863.14013671875)"
"(215.11976623535156, 3864.28125)"
"(162.80908203125, 3862.452880859375)"
"(2852.23828125, 3866.58837890625)"
"(129.84271240234375, 3864.334716796875)"
"(1123.9189453125, 3862.200927734375)"
"(3934.014892578125, 3867.6796875)"
"(1095.5035400390625, 3860.869873046875)"
"(907.1702880859375, 3859.278564453125)"
"(562.1105346679688, 3860.436767578125)"
"(524.898193359375, 3861.27978515625)"
"(4622.6845703125, 3858.22802734375)"
"(496.27264404296875, 3859.86376953125)"
"(854.1303100585938, 3856.37255859375)"
"(673.2901611328125, 3854.110595703125)"
"(1104.4591064453125, 3854.46826171875)"
"(4805.69775390625, 3854.07763671875)"
"(3214.710693359375, 3858.283935546875)"
"(475.4900817871094, 3853.4609375)"
"(305.2457580566406, 3852.076171875)"
"(94.6290054321289, 3849.604736328125)"
"(3095.49560546875, 3857.413818359375)"
"(3375.5126953125, 3854.68798828125)"
"(1075.29443359375, 3854.520263671875)"
"(2974.67333984375, 3849.01123046875)"
"(4215.2646484375, 3850.83203125)"
"(834.9561157226562, 3845.813720703125)"
"(2738.555419921875, 3847.557373046875)"
"(315.4415283203125, 3846.734619140625)"
"(664.3092041015625, 3848.041748046875)"
"(2537.88818359375, 3845.89208984375)"
"(100.02386474609375, 3847.454833984375)"
"(1061.5428466796875, 3846.025146484375)"
"(1246.7567138671875, 3840.438232421875)"
"(3813.504638671875, 3838.10986328125)"
"(627.916748046875, 3842.956298828125)"
"(3934.485595703125, 3840.607421875)"
"(5014.82177734375, 3835.958740234375)"
"(1185.044677734375, 3839.732421875)"
"(2856.244384765625, 3836.92041015625)"
"(3177.966552734375, 3835.326416015625)"
"(2745.48193359375, 3830.330322265625)"
"(203.75848388671875, 3825.906982421875)"
"(1170.5438232421875, 3829.978271484375)"
"(3143.224365234375, 3830.248046875)"
"(1391.093505859375, 3832.3466796875)"
"(909.2946166992188, 3827.273193359375)"
"(4502.01611328125, 3833.101806640625)"
"(577.4853515625, 3829.80712890625)"
"(3856.767578125, 3828.00146484375)"
"(2814.277587890625, 3825.7373046875)"
"(1364.205810546875, 3828.17919921875)"
"(721.4996948242188, 3823.7744140625)"
"(556.1056518554688, 3827.772705078125)"
"(3896.82666015625, 3825.454833984375)"
"(3538.851806640625, 3830.8349609375)"
"(268.5606689453125, 3830.91015625)"
"(192.2582550048828, 3825.40234375)"
"(1316.967041015625, 3822.805908203125)"
"(3099.82861328125, 3827.0712890625)"
"(1084.1904296875, 3821.044189453125)"
"(1145.01708984375, 3821.1015625)"
"(922.3739013671875, 3819.495849609375)"
"(1065.235595703125, 3815.44482421875)"
"(337.78631591796875, 3821.653564453125)"
"(3499.311279296875, 3820.214599609375)"
"(305.6173095703125, 3811.334716796875)"
"(538.7428588867188, 3815.342529296875)"
"(661.1987915039062, 3812.50341796875)"
"(3181.3212890625, 3809.2958984375)"
"(1275.7076416015625, 3808.4775390625)"
"(1036.809814453125, 3809.122802734375)"
"(3591.128173828125, 3809.18603515625)"
"(3469.464111328125, 3804.80859375)"
"(3426.494384765625, 3809.449951171875)"
"(4762.921875, 3805.822265625)"
"(4303.107421875, 3806.496337890625)"
"(3900.08740234375, 3809.219482421875)"
"(1210.6917724609375, 3804.263671875)"
"(842.1937866210938, 3804.4150390625)"
"(461.58306884765625, 3810.3818359375)"
"(1052.0198974609375, 3806.478515625)"
"(2504.979736328125, 3803.9423828125)"
"(86.11248779296875, 3802.359619140625)"
"(1017.1050415039062, 3801.611083984375)"
"(289.9888000488281, 3800.27685546875)"
"(260.502197265625, 3803.646240234375)"
"(2627.134033203125, 3799.6640625)"
"(1190.685546875, 3805.015869140625)"
"(25.674882888793945, 3798.552001953125)"
"(617.1293334960938, 3798.957763671875)"
"(153.2643280029297, 3797.764404296875)"
"(3861.70654296875, 3800.0908203125)"
"(795.4925537109375, 3805.171142578125)"
"(409.31304931640625, 3796.690673828125)"
"(3103.225830078125, 3797.892333984375)"
"(2819.826171875, 3797.402587890625)"
"(1390.805419921875, 3795.569580078125)"
"(4214.24365234375, 3789.050537109375)"
"(996.3005981445312, 3794.32861328125)"
"(423.8752746582031, 3792.19775390625)"
"(3507.343505859375, 3795.443603515625)"
"(186.7391815185547, 3791.3642578125)"
"(565.073974609375, 3787.078125)"
"(54.006507873535156, 3785.63232421875)"
"(593.2548828125, 3787.61962890625)"
"(392.7149658203125, 3792.077880859375)"
"(4545.9013671875, 3785.08056640625)"
"(205.22142028808594, 3783.761962890625)"
"(3471.138916015625, 3788.516357421875)"
"(3431.4599609375, 3782.505126953125)"
"(2743.74365234375, 3779.7802734375)"
"(1094.435302734375, 3779.63427734375)"
"(1325.5672607421875, 3780.119140625)"
"(91.82964324951172, 3776.890380859375)"
"(3901.205078125, 3780.617919921875)"
"(690.681640625, 3777.110595703125)"
"(3392.66357421875, 3777.503173828125)"
"(311.66131591796875, 3772.64111328125)"
"(666.6721801757812, 3774.41015625)"
"(3866.68115234375, 3773.45703125)"
"(3554.2724609375, 3775.260009765625)"
"(5424.78564453125, 3773.437255859375)"
"(4794.00732421875, 3766.19921875)"
"(3108.095458984375, 3770.134033203125)"
"(498.6074523925781, 3767.19189453125)"
"(4662.12451171875, 3769.160888671875)"
"(4029.861572265625, 3766.393310546875)"
"(2473.91064453125, 3766.68994140625)"
"(653.5709228515625, 3763.81298828125)"
"(475.60955810546875, 3766.2998046875)"
"(3227.5625, 3764.097900390625)"
"(5398.2060546875, 3759.662353515625)"
"(1200.7711181640625, 3760.610595703125)"
"(1172.05078125, 3760.652099609375)"
"(278.1014099121094, 3758.77587890625)"
"(47.58217239379883, 3753.659423828125)"
"(1003.5447998046875, 3758.38525390625)"
"(772.4556274414062, 3755.093505859375)"
