id,num,img,position
74,1,DSC07279,"(5891.1005859375, 964.5426025390625)"
75,3,DSC07279,"(5851.17626953125, 961.83642578125)",DSC07280,"(5727.48388671875, 2286.919921875)",DSC07281,"(5474.966796875, 3599.74609375)"
76,3,DSC07279,"(4675.60693359375, 960.8343505859375)",DSC07280,"(4537.47412109375, 2243.413330078125)",DSC07281,"(4278.69091796875, 3544.142333984375)"
77,3,DSC07279,"(5495.53662109375, 947.8299560546875)",DSC07280,"(5369.4453125, 2256.38671875)",DSC07281,"(5115.15625, 3565.068115234375)"
78,3,DSC07279,"(5415.1533203125, 944.6971435546875)",DSC07280,"(5290.443359375, 2252.8662109375)",DSC07281,"(5036.12939453125, 3561.60546875)"
79,1,DSC07279,"(5933.9482421875, 944.61279296875)"
80,3,DSC07279,"(5378.97900390625, 938.4776000976562)",DSC07280,"(5251.80859375, 2245.61669921875)",DSC07281,"(4998.79052734375, 3552.69384765625)"
81,3,DSC07279,"(5663.39599609375, 925.2966918945312)",DSC07280,"(5539.92578125, 2240.691162109375)",DSC07281,"(5287.30029296875, 3551.481201171875)"
82,3,DSC07279,"(5738.08642578125, 923.564453125)",DSC07280,"(5615.8388671875, 2243.278076171875)",DSC07281,"(5362.37548828125, 3552.59228515625)"
83,1,DSC07279,"(5974.390625, 923.3033447265625)"
84,1,DSC07279,"(5933.05078125, 919.0839233398438)"
85,3,DSC07279,"(4755.5322265625, 914.0137939453125)",DSC07280,"(4622.6689453125, 2196.273681640625)",DSC07281,"(4363.7802734375, 3498.438232421875)"
86,3,DSC07279,"(5502.89013671875, 913.5679321289062)",DSC07280,"(5378.841796875, 2222.252197265625)",DSC07281,"(5125.1767578125, 3528.583984375)"
87,3,DSC07279,"(5858.15576171875, 908.754150390625)",DSC07280,"(5737.404296875, 2232.86865234375)",DSC07281,"(5484.79833984375, 3545.30908203125)"
88,1,DSC07279,"(5822.41064453125, 907.9049072265625)"
89,3,DSC07279,"(5461.60546875, 906.8966674804688)",DSC07280,"(5337.6640625, 2214.88134765625)",DSC07281,"(5083.443359375, 3523.055419921875)"
90,3,DSC07279,"(5664.67578125, 887.5948486328125)",DSC07280,"(5543.78515625, 2200.71533203125)",DSC07281,"(5292.3525390625, 3507.9150390625)"
91,3,DSC07279,"(4682.0732421875, 880.8861694335938)",DSC07280,"(4549.10009765625, 2160.20263671875)",DSC07281,"(4290.89111328125, 3461.999267578125)"
92,3,DSC07279,"(5618.95849609375, 881.2755737304688)",DSC07280,"(5498.169921875, 2194.1552734375)",DSC07281,"(5244.677734375, 3500.166015625)"
93,3,DSC07279,"(5506.4853515625, 877.9735107421875)",DSC07280,"(5384.88427734375, 2186.260498046875)",DSC07281,"(5131.70947265625, 3494.578857421875)"
94,3,DSC07279,"(5463.52099609375, 872.7733764648438)",DSC07280,"(5341.40576171875, 2179.7021484375)",DSC07281,"(5087.84716796875, 3486.814697265625)"
95,3,DSC07279,"(5740.798828125, 874.4163818359375)",DSC07280,"(5620.26025390625, 2191.659423828125)",DSC07281,"(5368.431640625, 3502.635986328125)"
96,3,DSC07279,"(5704.16845703125, 862.4961547851562)",DSC07280,"(5584.34228515625, 2176.0537109375)",DSC07281,"(5334.39501953125, 3483.509765625)"
97,3,DSC07279,"(4728.498046875, 861.9363403320312)",DSC07280,"(4597.1005859375, 2141.426025390625)",DSC07281,"(4341.59912109375, 3442.8056640625)"
98,2,DSC07279,"(5823.7119140625, 857.9810180664062)",DSC07280,"(5721.6943359375, 2179.303466796875)"
99,3,DSC07279,"(5669.41796875, 854.2759399414062)",DSC07280,"(5549.16015625, 2166.857666015625)",DSC07281,"(5298.43359375, 3472.222412109375)"
100,1,DSC07279,"(5985.26171875, 844.32080078125)"
101,3,DSC07279,"(4765.0673828125, 840.2660522460938)",DSC07280,"(4635.2353515625, 2120.87158203125)",DSC07281,"(4378.6279296875, 3422.439697265625)"
102,3,DSC07279,"(5470.94970703125, 837.5489501953125)",DSC07280,"(5350.61328125, 2141.10546875)",DSC07281,"(5096.12158203125, 3447.58935546875)"
103,3,DSC07279,"(4685.8837890625, 831.5914916992188)",DSC07280,"(4555.39111328125, 2107.80908203125)",DSC07281,"(4297.72265625, 3407.774169921875)"
104,3,DSC07279,"(5432.3583984375, 832.1454467773438)",DSC07280,"(5311.79736328125, 2134.681396484375)",DSC07281,"(5059.86767578125, 3440.220458984375)"
105,1,DSC07279,"(5949.70556640625, 817.732666015625)"
106,3,DSC07279,"(4763.67822265625, 814.0948486328125)",DSC07280,"(4636.0009765625, 2093.6962890625)",DSC07281,"(4379.27783203125, 3396.03125)"
107,1,DSC07279,"(5908.0908203125, 814.5020141601562)"
108,3,DSC07279,"(5677.2431640625, 810.7525024414062)",DSC07280,"(5559.4189453125, 2123.626220703125)",DSC07281,"(5307.14990234375, 3431.662841796875)"
109,1,DSC07279,"(5790.09228515625, 802.48486328125)"
110,3,DSC07279,"(5511.48876953125, 803.2022094726562)",DSC07280,"(5393.27685546875, 2108.6630859375)",DSC07281,"(5142.0078125, 3415.36376953125)"
111,3,DSC07279,"(5471.4560546875, 796.8308715820312)",DSC07280,"(5353.02099609375, 2100.630859375)",DSC07281,"(5101.419921875, 3405.89697265625)"
112,3,DSC07279,"(5712.6015625, 784.3073120117188)",DSC07280,"(5599.2841796875, 2096.208251953125)",DSC07281,"(5347.470703125, 3401.51806640625)"
113,1,DSC07279,"(5674.68994140625, 776.8483276367188)"
114,3,DSC07279,"(5631.3447265625, 769.4176635742188)",DSC07280,"(5515.01806640625, 2079.256591796875)",DSC07281,"(5264.30517578125, 3386.6533203125)"
115,2,DSC07279,"(5989.8349609375, 768.786865234375)",DSC07280,"(5899.12060546875, 2081.60400390625)"
116,3,DSC07279,"(5395.92138671875, 763.5028686523438)",DSC07280,"(5282.36962890625, 2059.220458984375)",DSC07281,"(5029.64111328125, 3366.841796875)"
117,3,DSC07279,"(5474.5849609375, 757.7217407226562)",DSC07280,"(5359.80419921875, 2057.5009765625)",DSC07281,"(5108.68310546875, 3361.782958984375)"
118,3,DSC07279,"(5438.130859375, 757.4779663085938)",DSC07280,"(5321.5087890625, 2059.2109375)",DSC07281,"(5069.68798828125, 3365.120849609375)"
119,1,DSC07279,"(5717.5576171875, 743.972900390625)"
120,3,DSC07279,"(5676.57568359375, 741.9903564453125)",DSC07280,"(5564.93408203125, 2050.7626953125)",DSC07281,"(5315.23583984375, 3357.1455078125)"
121,3,DSC07279,"(3306.582275390625, 741.22998046875)",DSC07280,"(3158.63232421875, 1961.9022216796875)",DSC07281,"(2898.015625, 3246.456298828125)"
122,1,DSC07279,"(5639.03515625, 735.4234008789062)"
123,3,DSC07279,"(5477.26611328125, 723.5855102539062)",DSC07280,"(5362.1435546875, 2024.32666015625)",DSC07281,"(5111.99853515625, 3329.60302734375)"
124,3,DSC07279,"(5441.359375, 720.2442016601562)",DSC07280,"(5326.35595703125, 2019.8079833984375)",DSC07281,"(5076.0712890625, 3324.5029296875)"
125,3,DSC07279,"(3341.41552734375, 711.822509765625)",DSC07280,"(3194.50732421875, 1932.612060546875)",DSC07281,"(2934.708740234375, 3218.77978515625)"
126,3,DSC07279,"(3310.79345703125, 708.5732421875)",DSC07280,"(3162.89306640625, 1927.643310546875)",DSC07281,"(2903.34912109375, 3214.633056640625)"
127,1,DSC07279,"(5719.10498046875, 705.101806640625)"
128,3,DSC07279,"(3274.54248046875, 705.1937866210938)",DSC07280,"(3126.61083984375, 1922.617431640625)",DSC07281,"(2866.90087890625, 3207.7734375)"
129,1,DSC07279,"(5520.4580078125, 688.0728759765625)"
130,1,DSC07279,"(5445.7548828125, 643.022705078125)"
131,1,DSC07279,"(5728.978515625, 592.1927490234375)"
132,3,DSC07279,"(4720.4677734375, 529.9066162109375)",DSC07280,"(4606.2021484375, 1793.199951171875)",DSC07281,"(4355.142578125, 3091.026123046875)"
133,1,DSC07279,"(5459.20166015625, 529.8316650390625)"
134,1,DSC07279,"(5462.22412109375, 493.0237121582031)"
135,3,DSC07279,"(3678.846435546875, 486.7653503417969)",DSC07280,"(3548.2548828125, 1709.729736328125)",DSC07281,"(3290.025146484375, 2998.677978515625)"
136,1,DSC07279,"(5468.15625, 459.583740234375)"
137,1,DSC07279,"(5549.4033203125, 421.8824462890625)"
138,3,DSC07279,"(3766.7685546875, 418.2399597167969)",DSC07280,"(3640.630859375, 1640.0953369140625)",DSC07281,"(3385.46240234375, 2930.431396484375)"
139,3,DSC07279,"(3511.54150390625, 247.81362915039062)",DSC07280,"(3388.6298828125, 1449.324462890625)",DSC07281,"(3132.348388671875, 2734.95166015625)"
140,3,DSC07279,"(4580.72509765625, 188.96578979492188)",DSC07280,"(4481.96826171875, 1430.083984375)",DSC07281,"(4236.49658203125, 2722.560302734375)"
141,2,DSC07279,"(5820.06201171875, 1448.2349853515625)",DSC07280,"(5673.68505859375, 2787.861572265625)"
142,2,DSC07279,"(5974.99951171875, 1438.4937744140625)",DSC07280,"(5828.6474609375, 2780.071044921875)"
143,2,DSC07279,"(5624.8876953125, 1423.5511474609375)",DSC07280,"(5475.96533203125, 2754.56884765625)"
144,2,DSC07279,"(5585.17431640625, 1415.3192138671875)",DSC07280,"(5435.84814453125, 2741.6552734375)"
145,2,DSC07279,"(5459.1796875, 1408.87890625)",DSC07280,"(5307.619140625, 2731.151123046875)"
146,2,DSC07279,"(5860.29345703125, 1400.6904296875)",DSC07280,"(5714.49462890625, 2737.85888671875)"
147,2,DSC07279,"(5742.81103515625, 1391.0633544921875)",DSC07280,"(5597.4013671875, 2722.6767578125)"
148,2,DSC07279,"(5898.4814453125, 1377.6302490234375)",DSC07280,"(5756.20751953125, 2717.021240234375)"
149,2,DSC07279,"(5584.24658203125, 1376.2965087890625)",DSC07280,"(5435.60888671875, 2703.60302734375)"
150,2,DSC07279,"(5824.96435546875, 1372.37451171875)",DSC07280,"(5680.56005859375, 2708.46875)"
151,2,DSC07279,"(5746.50244140625, 1363.0814208984375)",DSC07280,"(5601.35693359375, 2695.35595703125)"
152,2,DSC07279,"(5941.853515625, 1357.0272216796875)",DSC07280,"(5798.26123046875, 2698.1640625)"
153,3,DSC07279,"(5229.42822265625, 1354.4208984375)",DSC07280,"(5077.3037109375, 2668.427001953125)",DSC07281,"(4815.685546875, 3975.790771484375)"
154,2,DSC07279,"(5786.31640625, 1339.34326171875)",DSC07280,"(5641.939453125, 2674.12109375)"
155,3,DSC07279,"(5586.9619140625, 1339.50341796875)",DSC07280,"(5440.365234375, 2664.78564453125)",DSC07281,"(5185.076171875, 3980.19970703125)"
156,1,DSC07279,"(5271.82470703125, 1335.6829833984375)"
157,2,DSC07279,"(5704.2822265625, 1332.717529296875)",DSC07280,"(5560.3017578125, 2661.52880859375)"
158,2,DSC07279,"(5982.91162109375, 1333.2923583984375)",DSC07280,"(5842.3271484375, 2674.894775390625)"
159,2,DSC07279,"(5940.287109375, 1334.9029541015625)",DSC07280,"(5800.22314453125, 2669.0927734375)"
160,3,DSC07279,"(5425.0166015625, 1324.6109619140625)",DSC07280,"(5278.8232421875, 2643.3974609375)",DSC07281,"(5020.509765625, 3955.542724609375)"
161,3,DSC07279,"(5829.0791015625, 1318.8070068359375)",DSC07280,"(5687.36767578125, 2653.5791015625)",DSC07281,"(5427.103515625, 3958.67236328125)"
162,3,DSC07279,"(5983.67041015625, 1309.5704345703125)",DSC07280,"(5848.74072265625, 2654.3115234375)",DSC07281,"(5593.5869140625, 3975.798583984375)"
163,3,DSC07279,"(5315.80029296875, 1312.135498046875)",DSC07280,"(5168.3447265625, 2627.95849609375)",DSC07281,"(4907.685546875, 3940.20361328125)"
164,3,DSC07279,"(5075.67724609375, 1311.066650390625)",DSC07280,"(4923.15087890625, 2618.042236328125)",DSC07281,"(4662.05810546875, 3926.976318359375)"
165,2,DSC07279,"(5942.47998046875, 1308.8956298828125)",DSC07280,"(5803.1767578125, 2647.1630859375)"
166,2,DSC07279,"(5903.92529296875, 1304.77783203125)",DSC07280,"(5759.375, 2641.500244140625)"
167,2,DSC07279,"(5865.197265625, 1298.746826171875)",DSC07280,"(5721.76318359375, 2635.123291015625)"
168,3,DSC07279,"(5431.74365234375, 1288.38232421875)",DSC07280,"(5285.42626953125, 2607.624267578125)",DSC07281,"(5029.28955078125, 3920.490234375)"
169,3,DSC07279,"(5748.201171875, 1284.6541748046875)",DSC07280,"(5607.6005859375, 2614.20947265625)",DSC07281,"(5352.40966796875, 3932.035888671875)"
170,3,DSC07279,"(5391.87255859375, 1284.605712890625)",DSC07280,"(5246.42236328125, 2602.379150390625)",DSC07281,"(4987.60546875, 3912.351806640625)"
171,2,DSC07279,"(5989.20263671875, 1283.804443359375)",DSC07280,"(5849.224609375, 2625.4404296875)"
172,1,DSC07279,"(5234.12060546875, 1279.02978515625)"
173,2,DSC07279,"(5858.7587890625, 1275.7890625)",DSC07280,"(5711.572265625, 2606.607421875)"
174,3,DSC07279,"(5870.736328125, 1266.0325927734375)",DSC07280,"(5731.955078125, 2607.18994140625)",DSC07281,"(5478.31689453125, 3925.690673828125)"
175,3,DSC07279,"(5631.599609375, 1268.24462890625)",DSC07280,"(5491.52490234375, 2593.5791015625)",DSC07281,"(5232.5341796875, 3904.231689453125)"
176,3,DSC07279,"(5595.7626953125, 1263.71533203125)",DSC07280,"(5452.4892578125, 2588.941650390625)",DSC07281,"(5196.7353515625, 3903.60888671875)"
177,3,DSC07279,"(5039.2626953125, 1253.0201416015625)",DSC07280,"(4892.5078125, 2557.90625)",DSC07281,"(4629.14599609375, 3865.708251953125)"
178,3,DSC07279,"(5708.517578125, 1256.04248046875)",DSC07280,"(5568.3642578125, 2584.445068359375)",DSC07281,"(5314.208984375, 3898.710693359375)"
179,3,DSC07279,"(5945.1044921875, 1251.6573486328125)",DSC07280,"(5808.75634765625, 2590.4990234375)",DSC07281,"(5553.603515625, 3909.21484375)"
180,3,DSC07279,"(5870.6982421875, 1246.905029296875)",DSC07280,"(5731.77294921875, 2582.62939453125)",DSC07281,"(5479.62109375, 3899.315673828125)"
181,3,DSC07279,"(5830.63623046875, 1242.5006103515625)",DSC07280,"(5694.33154296875, 2574.99462890625)",DSC07281,"(5439.97021484375, 3893.94091796875)"
182,3,DSC07279,"(5791.9130859375, 1237.8233642578125)",DSC07280,"(5655.8759765625, 2568.60107421875)",DSC07281,"(5400.44189453125, 3887.402587890625)"
183,3,DSC07279,"(5751.73681640625, 1233.28662109375)",DSC07280,"(5616.818359375, 2562.1103515625)",DSC07281,"(5361.19140625, 3880.6904296875)"
184,3,DSC07279,"(5319.56787109375, 1233.2974853515625)",DSC07280,"(5174.96240234375, 2546.143310546875)",DSC07281,"(4915.7080078125, 3853.2021484375)"
185,3,DSC07279,"(5912.61376953125, 1224.057861328125)",DSC07280,"(5773.4580078125, 2559.900634765625)",DSC07281,"(5522.51025390625, 3878.917236328125)"
186,3,DSC07279,"(5873.2333984375, 1221.900390625)",DSC07280,"(5736.595703125, 2556.156494140625)",DSC07281,"(5482.427734375, 3876.375244140625)"
187,3,DSC07279,"(5478.435546875, 1217.6722412109375)",DSC07280,"(5338.1201171875, 2535.830810546875)",DSC07281,"(5080.80419921875, 3846.51416015625)"
188,3,DSC07279,"(5991.75, 1210.250244140625)",DSC07280,"(5856.21875, 2549.086181640625)",DSC07281,"(5605.36279296875, 3868.722412109375)"
189,3,DSC07279,"(5796.232421875, 1210.825439453125)",DSC07280,"(5658.6474609375, 2541.706787109375)",DSC07281,"(5404.64892578125, 3858.548828125)"
190,3,DSC07279,"(4616.6611328125, 1208.2808837890625)",DSC07280,"(4464.94091796875, 2496.760986328125)",DSC07281,"(4203.146484375, 3797.907958984375)"
191,2,DSC07279,"(5905.4970703125, 1197.8701171875)",DSC07280,"(5771.94775390625, 2530.8291015625)"
192,3,DSC07279,"(5871.62548828125, 1198.3458251953125)",DSC07280,"(5733.41455078125, 2533.285888671875)",DSC07281,"(5483.4462890625, 3849.083740234375)"
193,1,DSC07279,"(3604.41357421875, 1195.2041015625)"
194,3,DSC07279,"(5836.4599609375, 1188.90478515625)",DSC07280,"(5699.9609375, 2521.86181640625)",DSC07281,"(5446.46044921875, 3838.09228515625)"
195,3,DSC07279,"(5635.83251953125, 1191.18603515625)",DSC07280,"(5497.12060546875, 2513.921875)",DSC07281,"(5241.73046875, 3828.2431640625)"
196,3,DSC07279,"(4690.61181640625, 1188.2142333984375)",DSC07280,"(4541.1650390625, 2478.967529296875)",DSC07281,"(4278.93603515625, 3780.719482421875)"
197,3,DSC07279,"(5360.29931640625, 1186.6802978515625)",DSC07280,"(5220.74609375, 2499.65966796875)",DSC07281,"(4961.64013671875, 3809.362548828125)"
198,3,DSC07279,"(5320.23681640625, 1183.7940673828125)",DSC07280,"(5181.248046875, 2493.21142578125)",DSC07281,"(4920.5546875, 3802.98876953125)"
