keypoints
"(1010.5579833984375, 3991.1767578125)"
"(578.27685546875, 3987.377685546875)"
"(549.9647216796875, 3979.6298828125)"
"(531.9110107421875, 3978.16650390625)"
"(1162.9893798828125, 3978.532470703125)"
"(927.37841796875, 3975.753173828125)"
"(375.1283264160156, 3979.1552734375)"
"(1138.0306396484375, 3975.8828125)"
"(737.0680541992188, 3975.92822265625)"
"(326.8830261230469, 3972.2880859375)"
"(711.2901611328125, 3970.986328125)"
"(676.8798217773438, 3968.6650390625)"
"(1086.7003173828125, 3967.8466796875)"
"(503.8814697265625, 3968.54541015625)"
"(1243.9544677734375, 3967.505126953125)"
"(298.7655944824219, 3966.9560546875)"
"(1115.0582275390625, 3965.09619140625)"
"(1065.618896484375, 3960.2421875)"
"(824.3331909179688, 3960.411376953125)"
"(249.40025329589844, 3954.3173828125)"
"(609.9962768554688, 3949.9892578125)"
"(1042.05078125, 3952.81201171875)"
"(1010.6026000976562, 3948.281494140625)"
"(760.9852905273438, 3942.51171875)"
"(176.60662841796875, 3941.18115234375)"
"(1143.817626953125, 3936.642333984375)"
"(1125.398681640625, 3937.66455078125)"
"(377.42437744140625, 3933.504638671875)"
"(737.3306884765625, 3934.076171875)"
"(709.3248291015625, 3933.305419921875)"
"(151.09361267089844, 3935.832275390625)"
"(330.43841552734375, 3930.56884765625)"
"(309.33465576171875, 3927.09033203125)"
"(2551.75341796875, 3925.4736328125)"
"(648.104736328125, 3919.43212890625)"
"(4151.18896484375, 3917.580078125)"
"(53.511138916015625, 3918.061767578125)"
"(1024.4530029296875, 3913.024169921875)"
"(998.61083984375, 3911.587890625)"
"(417.090087890625, 3908.76611328125)"
"(864.2620849609375, 3908.2158203125)"
"(776.6693725585938, 3899.7607421875)"
"(391.3070068359375, 3900.906005859375)"
"(546.4149780273438, 3898.516845703125)"
"(1150.275390625, 3897.972412109375)"
"(953.8549194335938, 3895.352294921875)"
"(1129.9027099609375, 3896.02880859375)"
"(161.4089813232422, 3892.7216796875)"
"(1284.100830078125, 3892.87451171875)"
"(318.5320129394531, 3886.164306640625)"
"(110.3895492553711, 3887.666259765625)"
"(677.1229248046875, 3885.8837890625)"
"(505.5159912109375, 3886.856689453125)"
"(1076.207275390625, 3883.5576171875)"
"(473.9569396972656, 3883.724609375)"
"(1055.6405029296875, 3880.78759765625)"
"(623.5615234375, 3879.017822265625)"
"(239.48158264160156, 3882.477294921875)"
"(4239.5654296875, 3876.796630859375)"
"(871.3333740234375, 3873.6318359375)"
"(4221.2548828125, 3875.421630859375)"
"(863.5862426757812, 3870.5244140625)"
"(450.4150085449219, 3873.72021484375)"
"(424.1632080078125, 3871.942138671875)"
"(783.2349243164062, 3867.507080078125)"
