keypoints
"(109.93401336669922, 3983.8466796875)"
"(3886.60791015625, 3985.015625)"
"(3846.741943359375, 3982.98388671875)"
"(4464.90185546875, 3981.510986328125)"
"(4626.974609375, 3979.777099609375)"
"(4590.27734375, 3976.587158203125)"
"(4170.2119140625, 3978.960693359375)"
"(3115.107666015625, 3975.002685546875)"
"(760.3453369140625, 3976.634033203125)"
"(3807.34521484375, 3969.880126953125)"
"(1279.0030517578125, 3972.021484375)"
"(3274.10546875, 3968.14453125)"
"(529.19384765625, 3965.154296875)"
"(5174.2705078125, 3963.780517578125)"
"(3479.302978515625, 3964.022216796875)"
"(3763.100341796875, 3961.402587890625)"
"(3441.492431640625, 3958.554443359375)"
"(3232.745361328125, 3959.798828125)"
"(1229.6656494140625, 3960.09326171875)"
"(4597.60400390625, 3953.4609375)"
"(1118.6944580078125, 3957.798828125)"
"(3359.5625, 3947.430908203125)"
"(1014.7852172851562, 3943.8798828125)"
"(3810.3232421875, 3944.503173828125)"
"(1276.4630126953125, 3943.76025390625)"
"(595.22998046875, 3939.83203125)"
"(4810.6767578125, 3935.278564453125)"
"(3899.38232421875, 3936.423583984375)"
"(3776.773681640625, 3938.330810546875)"
"(986.86474609375, 3935.8427734375)"
"(3318.930908203125, 3937.64892578125)"
"(3614.486328125, 3931.838134765625)"
"(1240.2066650390625, 3933.14501953125)"
"(1113.1959228515625, 3931.50830078125)"
"(3860.196044921875, 3926.50341796875)"
"(5184.76318359375, 3925.90087890625)"
"(4189.4599609375, 3925.121337890625)"
"(1321.1279296875, 3926.87255859375)"
"(4304.10595703125, 3921.091796875)"
"(4898.55078125, 3922.533447265625)"
"(4728.03369140625, 3920.976318359375)"
"(3696.313720703125, 3919.67041015625)"
"(4563.4052734375, 3918.556396484375)"
"(3208.310546875, 3917.191650390625)"
"(1050.4534912109375, 3915.899658203125)"
"(3486.648193359375, 3916.7021484375)"
"(371.01885986328125, 3913.344970703125)"
"(4685.8603515625, 3910.503662109375)"
"(3450.7353515625, 3913.16357421875)"
"(850.9794311523438, 3909.418212890625)"
"(4352.86279296875, 3908.447021484375)"
"(4646.248046875, 3904.764404296875)"
"(4190.8564453125, 3904.051025390625)"
"(3739.174560546875, 3901.114990234375)"
"(3368.105712890625, 3901.373046875)"
