keypoints
"(4871.01611328125, 3992.395263671875)"
"(1957.701171875, 3993.58984375)"
"(1899.2296142578125, 3990.521240234375)"
"(1975.5634765625, 3985.298828125)"
"(1940.455078125, 3980.3251953125)"
"(1451.492431640625, 3986.397705078125)"
"(678.5426635742188, 3988.62255859375)"
"(5538.76171875, 3987.738037109375)"
"(1924.6141357421875, 3979.17724609375)"
"(1651.2310791015625, 3986.022216796875)"
"(1989.33642578125, 3981.4248046875)"
"(652.5478515625, 3982.542236328125)"
"(4495.78125, 3969.538330078125)"
"(1223.259521484375, 3978.9951171875)"
"(4970.333984375, 3983.696533203125)"
"(1816.5245361328125, 3977.50146484375)"
"(1299.071533203125, 3981.864990234375)"
"(5300.2509765625, 3973.816650390625)"
"(5679.7607421875, 3968.817626953125)"
"(1993.51806640625, 3967.476318359375)"
"(1951.7086181640625, 3978.3564453125)"
"(1193.79150390625, 3972.3974609375)"
"(628.8681640625, 3973.08837890625)"
"(2034.806884765625, 3968.927490234375)"
"(4923.64208984375, 3970.836669921875)"
"(2020.3773193359375, 3965.375732421875)"
"(747.0228881835938, 3962.91015625)"
"(1927.7371826171875, 3963.271240234375)"
"(4687.89404296875, 3963.891357421875)"
"(1895.910888671875, 3973.919189453125)"
"(1820.1903076171875, 3964.9287109375)"
"(5425.4609375, 3964.908935546875)"
"(5544.697265625, 3964.0810546875)"
"(2045.052978515625, 3960.5654296875)"
"(459.9503479003906, 3959.9775390625)"
"(4908.3779296875, 3956.613037109375)"
"(553.2702026367188, 3960.4150390625)"
"(5383.17041015625, 3959.13720703125)"
"(4746.0263671875, 3954.265869140625)"
"(5502.27001953125, 3955.046875)"
"(4858.39501953125, 3955.0244140625)"
"(533.3828735351562, 3949.645263671875)"
"(1819.3809814453125, 3948.7744140625)"
"(5343.423828125, 3951.26025390625)"
"(4416.16455078125, 3949.15283203125)"
"(576.242431640625, 3947.90087890625)"
"(4357.31005859375, 3946.33251953125)"
"(5014.38916015625, 3948.652099609375)"
"(4978.09228515625, 3948.7001953125)"
"(4655.6171875, 3951.02294921875)"
"(471.67327880859375, 3946.193115234375)"
"(4882.0986328125, 3941.9853515625)"
"(5036.94140625, 3942.283935546875)"
"(4599.2607421875, 3941.289306640625)"
"(5461.43017578125, 3946.95166015625)"
"(4799.85302734375, 3939.532470703125)"
"(1070.9866943359375, 3942.357421875)"
"(4942.35205078125, 3940.93701171875)"
"(1409.7293701171875, 3943.760986328125)"
"(659.478271484375, 3938.2880859375)"
"(4823.5263671875, 3936.43310546875)"
"(1989.686767578125, 3936.193603515625)"
"(1117.6893310546875, 3938.3232421875)"
"(4446.92529296875, 3934.64111328125)"
"(4844.34619140625, 3933.22119140625)"
"(4721.50732421875, 3940.62255859375)"
"(5048.9951171875, 3930.171142578125)"
"(634.2501831054688, 3933.81396484375)"
"(1193.04443359375, 3931.279541015625)"
"(4259.67236328125, 3927.839111328125)"
"(1250.102783203125, 3931.30029296875)"
"(610.7181396484375, 3930.170654296875)"
"(1899.6007080078125, 3924.12255859375)"
"(5543.89697265625, 3932.246337890625)"
"(4858.99560546875, 3928.4208984375)"
"(997.4481811523438, 3927.8056640625)"
"(1559.6005859375, 3924.10205078125)"
"(1429.8724365234375, 3926.06298828125)"
"(4900.5458984375, 3932.666748046875)"
"(717.0103149414062, 3922.4267578125)"
"(5507.029296875, 3914.07421875)"
"(1992.9610595703125, 3919.3408203125)"
"(1523.2772216796875, 3919.510986328125)"
"(5305.310546875, 3920.19677734375)"
"(1834.8133544921875, 3915.6064453125)"
"(1323.7344970703125, 3922.44775390625)"
"(1171.4866943359375, 3920.368896484375)"
"(4818.0732421875, 3921.26513671875)"
"(1204.4068603515625, 3921.0224609375)"
"(583.6126708984375, 3920.31640625)"
"(5060.0078125, 3919.079345703125)"
"(4665.98193359375, 3912.771728515625)"
"(4603.4208984375, 3928.381103515625)"
"(1356.21875, 3910.924560546875)"
"(5429.197265625, 3915.70556640625)"
"(4779.79833984375, 3914.6298828125)"
"(509.3118896484375, 3918.57958984375)"
"(4943.48046875, 3916.0791015625)"
"(1142.7001953125, 3913.174560546875)"
"(1050.43359375, 3920.9873046875)"
"(4461.5791015625, 3912.7978515625)"
"(1256.7764892578125, 3913.04345703125)"
"(1995.4932861328125, 3913.00048828125)"
"(1936.363525390625, 3905.4462890625)"
"(1276.03369140625, 3909.888671875)"
"(1302.250244140625, 3914.022705078125)"
"(1117.564453125, 3912.224609375)"
"(4245.46826171875, 3907.35009765625)"
"(4982.5107421875, 3907.802001953125)"
"(4564.423828125, 3908.6494140625)"
"(2010.856689453125, 3909.085205078125)"
"(416.2032775878906, 3911.224609375)"
"(4579.09033203125, 3910.20654296875)"
"(4370.35986328125, 3906.981689453125)"
"(4505.5, 3904.021484375)"
"(5392.97998046875, 3907.78466796875)"
"(495.58978271484375, 3910.131103515625)"
"(4461.69921875, 3903.66943359375)"
"(524.3279418945312, 3907.8369140625)"
"(1096.102783203125, 3904.847412109375)"
"(4540.6494140625, 3902.974609375)"
"(5510.42919921875, 3900.267822265625)"
"(5350.54150390625, 3900.018310546875)"
"(1075.494384765625, 3895.305419921875)"
"(4340.60107421875, 3895.465576171875)"
"(1247.6373291015625, 3898.704833984375)"
"(650.1065063476562, 3898.479736328125)"
"(866.6111450195312, 3899.0556640625)"
"(3998.230224609375, 3890.54931640625)"
"(1227.11865234375, 3893.10107421875)"
"(5634.6845703125, 3894.013427734375)"
"(2004.067626953125, 3894.532470703125)"
"(1397.410400390625, 3891.6123046875)"
"(4299.01416015625, 3890.08984375)"
"(1593.762451171875, 3891.00146484375)"
"(617.49267578125, 3894.09814453125)"
"(5470.7548828125, 3892.4267578125)"
"(5433.7666015625, 3889.004150390625)"
"(1047.9161376953125, 3891.66748046875)"
"(4781.40771484375, 3888.4501953125)"
"(4211.9228515625, 3889.54931640625)"
"(1017.983154296875, 3888.401123046875)"
"(4803.8369140625, 3886.854248046875)"
"(4040.05810546875, 3887.552978515625)"
"(1201.1900634765625, 3889.791259765625)"
"(4946.47412109375, 3888.180419921875)"
"(686.5216064453125, 3886.156494140625)"
"(3960.242431640625, 3883.10595703125)"
