keypoints
"(3709.72265625, 3993.10400390625)"
"(1639.9638671875, 3990.19921875)"
"(574.843994140625, 3984.945068359375)"
"(601.6882934570312, 3980.154052734375)"
"(3669.858154296875, 3989.66162109375)"
"(1436.423828125, 3986.62841796875)"
"(1387.403076171875, 3984.034912109375)"
"(3115.00390625, 3980.9111328125)"
"(290.7077941894531, 3985.301513671875)"
"(3792.131591796875, 3980.698486328125)"
"(3155.73974609375, 3981.33935546875)"
"(1205.3106689453125, 3985.0166015625)"
"(3318.3017578125, 3978.577880859375)"
"(1326.810546875, 3981.3564453125)"
"(794.3340454101562, 3978.8857421875)"
"(1171.8155517578125, 3980.19775390625)"
"(3592.279052734375, 3973.881591796875)"
"(1483.262939453125, 3971.940673828125)"
"(1420.5008544921875, 3976.2412109375)"
"(747.8450317382812, 3971.42431640625)"
"(3685.959228515625, 3971.124755859375)"
"(3397.893310546875, 3969.146484375)"
"(1567.3380126953125, 3970.90185546875)"
"(1278.539794921875, 3967.283203125)"
"(1186.72998046875, 3968.2451171875)"
"(2845.986328125, 3966.3623046875)"
"(1658.34326171875, 3966.471435546875)"
"(3677.4482421875, 3963.146728515625)"
"(1171.645263671875, 3961.849609375)"
"(687.3292846679688, 3966.003662109375)"
"(2577.786376953125, 3959.198486328125)"
"(1249.3670654296875, 3963.613037109375)"
"(915.0283813476562, 3961.9033203125)"
"(891.5968017578125, 3958.432373046875)"
"(1689.7059326171875, 3954.1435546875)"
"(1231.5552978515625, 3962.43310546875)"
"(1437.150146484375, 3954.407470703125)"
"(698.201416015625, 3954.4755859375)"
"(3319.32080078125, 3954.902099609375)"
"(3117.165771484375, 3955.50048828125)"
"(301.79595947265625, 3954.18115234375)"
"(862.0525512695312, 3953.77880859375)"
"(672.842041015625, 3957.064208984375)"
"(3599.21533203125, 3952.60986328125)"
"(1672.3170166015625, 3955.341552734375)"
"(1652.119140625, 3952.74365234375)"
"(1585.22021484375, 3950.975341796875)"
"(4200.72998046875, 3951.04541015625)"
"(3043.784912109375, 3950.081298828125)"
"(468.73028564453125, 3951.733154296875)"
"(565.0750732421875, 3951.194091796875)"
"(1269.435791015625, 3950.019287109375)"
"(1203.2276611328125, 3952.79833984375)"
"(376.3429260253906, 3942.843017578125)"
"(3721.4755859375, 3942.52392578125)"
"(1179.424072265625, 3943.0595703125)"
"(976.4404296875, 3944.482421875)"
"(1513.5313720703125, 3938.636474609375)"
"(2614.16259765625, 3936.972412109375)"
"(1618.9725341796875, 3938.126953125)"
"(1333.1748046875, 3935.90234375)"
"(967.40576171875, 3939.083740234375)"
"(314.9380798339844, 3935.3955078125)"
"(1564.026611328125, 3931.173828125)"
"(775.5210571289062, 3934.597412109375)"
"(4206.9658203125, 3926.810546875)"
"(1679.6478271484375, 3926.25244140625)"
"(1284.759033203125, 3925.788818359375)"
"(459.90875244140625, 3928.219970703125)"
"(2585.143310546875, 3925.09765625)"
"(751.1995849609375, 3928.376708984375)"
"(1311.58203125, 3929.35107421875)"
"(930.9390258789062, 3923.6689453125)"
"(527.6689453125, 3924.763916015625)"
"(1519.6357421875, 3922.542724609375)"
"(1624.51708984375, 3919.419921875)"
"(1434.8165283203125, 3925.73583984375)"
"(489.9701843261719, 3919.584228515625)"
"(1108.0350341796875, 3922.875732421875)"
"(696.9469604492188, 3921.244140625)"
"(2554.241943359375, 3920.069091796875)"
"(322.2972412109375, 3921.38916015625)"
"(3089.119873046875, 3916.924560546875)"
"(1256.674072265625, 3916.34375)"
"(1674.2869873046875, 3916.041259765625)"
"(1491.514892578125, 3915.11669921875)"
"(2715.468017578125, 3911.57275390625)"
"(508.9142150878906, 3912.223388671875)"
"(652.48388671875, 3922.335205078125)"
"(1449.458984375, 3912.12890625)"
"(1067.374267578125, 3914.325439453125)"
"(3685.861572265625, 3910.01123046875)"
